city,outcome,label,value,n_value
Paris,More than 2% slower,42.195,2.651840745743783,196
Paris,Within 2%,42.195,2.71341024075209,125
Prague,More than 2% faster,42.195,2.372466417398056,344
Prague,More than 2% slower,42.195,5.229259548476861,639
Prague,Within 2%,42.195,2.6732281651806966,201
Rotterdam,More than 2% faster,42.195,4.284492215536617,9242
Rotterdam,More than 2% slower,42.195,8.712963850451949,10573
Rotterdam,Within 2%,42.195,5.603077045691474,6919
Sydney,More than 2% faster,42.195,4.2626628237229625,408
Sydney,More than 2% slower,42.195,7.851854413748105,340
Sydney,Within 2%,42.195,4.349942840900312,195
Valencia,More than 2% faster,42.195,0.8484459068697658,4024
Valencia,More than 2% slower,42.195,5.542864900284261,3655
Valencia,Within 2%,42.195,2.1054725768943072,2956
Warsaw,More than 2% faster,42.195,0.868448242781783,2061
Warsaw,More than 2% slower,42.195,5.408207309821911,1818
Warsaw,Within 2%,42.195,2.438805634679464,1123
Washington,More than 2% faster,42.195,8.231174631167292,13903
Washington,More than 2% slower,42.195,12.285133196922072,19978
Washington,Within 2%,42.195,9.336593285664442,7928
