sex,n_records,n_htw,htw_proportion,mean_finish,std_finish,mean_htw_start,mean_htw_distance,mean_htw_slowdown,mean_htw_cost,mean_htw_rel_cost
M,1730607,581376,0.33593762188642484,245.0048804456086,49.661115035936895,30.217054023557903,10.206099778800638,0.37946555295074424,44.314861265916264,0.19309745756635488
F,782253,167441,0.21404967446593365,276.79968690862586,53.10522501385061,29.596604176993687,9.163501024241373,0.34542197042353345,48.674062206986335,0.18635544212649358
