sex,n_records,n_htw,htw_proportion,mean_finish,std_finish,mean_htw_start,mean_htw_distance,mean_htw_slowdown,mean_htw_cost,mean_htw_rel_cost
M,555408,175102,0.3152673350041771,242.13916202143292,50.135071090463974,30.334519308745758,10.10236362234583,0.3747091872104576,44.28886563260271,0.1933083439502088
F,204938,42028,0.20507665733050973,271.2576978565875,53.88311527007677,29.678428666603217,9.20728062244218,0.34593607120247716,48.64590590400051,0.18763340976296494
