cohens_d,t,p,dof,nobs(M),nobs(F),count(M),count(F),mean(M),mean(F),std(M),std(F),pb_recent_int,index,significant
,,,,1,0,1,0,190.38333333333333,,,,0.0,0.0,
,,,,4,1,4,1,255.86666666666667,254.73333333333332,35.209407938893364,,30.0,30.0,
,,,,1,0,1,0,295.76666666666665,,,,60.0,60.0,
-0.631234120567839,-0.631234120567839,0.5925032211453308,1.9966655090673737,2,2,2,2,234.51666666666665,243.61666666666667,14.1185653976914,14.707821048680197,90.0,90.0,False
0.26914644127407883,1.5070582417944303,0.3290799186825529,1.3056754626517677,252,2,252,2,187.29537037037036,172.85,53.771894956397155,12.680781609278755,120.0,120.0,False
-0.34855161632728976,-3.690679086680541,0.0002927161714888424,188.34421096819938,6487,183,6487,183,205.54312728020145,219.15500910746815,38.720086254682265,49.46708270940915,150.0,150.0,True
-0.3491281727449179,-11.713605749843795,1.3464139458967516e-30,1805.823828779307,23688,1644,23688,1644,222.78136398176292,233.63568532035686,30.663165912343086,36.69322095703403,180.0,180.0,True
-0.34896679409589143,-20.722576077066645,2.0546609830945905e-92,6472.90123159009,44503,5547,44503,5547,248.9163209970864,258.687029024698,27.192713370199808,33.77873221411494,210.0,210.0,True
-0.2781918206431749,-22.11591182646083,2.4325644914895216e-106,12463.749405830566,44018,9377,44018,9377,272.6535534705499,279.5598698944225,24.06439890946172,28.12579607148165,240.0,240.0,True
-0.24083193903986355,-19.96418951022981,1.3527380038209548e-87,15804.08795034283,30729,10029,30729,10029,299.0379955959083,304.80730049523055,23.36636286619795,25.677584753681668,270.0,270.0,True
-0.17770386571685617,-11.954029472105747,9.155130745449972e-33,13104.562685668596,15048,7432,15048,7432,327.009240430622,331.1268097416577,22.01870777927568,25.344222418160154,300.0,300.0,True
-0.08753411895565313,-4.574863881613527,4.8246085377413684e-06,9670.838172240605,6908,4627,6908,4627,355.02206861609733,356.9277897845977,21.449671586415647,22.242573834556527,330.0,330.0,True
-0.07238990461584195,-2.3988880504979355,0.016486803314042286,4347.667847106128,2333,2072,2333,2072,383.3040362908987,384.8009732947233,20.736409587986554,20.613756366667538,360.0,360.0,False
-0.04169672000622566,-0.8383880372993823,0.4019384603889528,1594.5697744271085,823,785,823,785,410.92768327257994,411.7409129511678,20.714874284730577,18.1466579750898,390.0,390.0,False
0.16164964281659477,1.6527562289842521,0.09918178572698877,391.6804962475607,207,215,207,215,444.05281803542675,440.23751937984497,26.254835150369786,20.73069960399658,420.0,420.0,False
-0.19286323730179591,-1.1013503861166962,0.27282489669263904,127.137675371433,62,69,62,69,472.8682795698925,477.89468599033813,26.242860371706154,25.898729763680883,450.0,450.0,False
-0.1734590365435232,-0.608613252953371,0.5458289417021331,45.177753172041285,22,28,22,28,514.7636363636364,521.0648809523809,36.388751473034,36.27887960985868,480.0,480.0,False
-0.32934172512912463,-0.5511802504718794,0.5963519469471051,8.116887721500072,5,7,5,7,549.2866666666666,557.9880952380952,28.151320770278456,25.200958451580927,510.0,510.0,False
0.10947925458670525,0.2182951607754218,0.8377495212548169,4.053581812992753,5,2,5,2,557.22,555.8,14.49654843977235,0.7542472332656881,540.0,540.0,False
0.529791643459252,0.6371521444984445,0.5815629338656839,2.304289980807452,4,2,4,2,634.125,605.5,55.282832543874555,50.08673033404706,570.0,570.0,False
,,,,0,3,0,3,,614.4222222222222,,21.071731546561903,600.0,600.0,
,,,,0,1,0,1,,650.8,,,630.0,630.0,
