nobs_x,nobs_y,count_x,count_y,mean_x,mean_y,odds_ratio,chi2,p,dof,expected,significant,label
555408,204938,175102,42028,0.3152673350041771,0.20507665733050973,1.7847070920816075,8909.292397864883,0.0,1,"[[158606.39635113 396801.60364887]
 [ 58523.60364887 146414.39635113]]",True,all
