cohens_d,t,p,dof,nobs(M),nobs(F),count(M),count(F),mean(M),mean(F),std(M),std(F),pb_recent_int,index,significant
,,,,1,0,1,0,0.4426068162267453,,,,0.0,0.0,
,,,,4,1,4,1,0.38147079734381123,0.30480863591756635,0.02969989981408633,,30.0,30.0,
,,,,1,0,1,0,0.372944079494927,,,,60.0,60.0,
-0.7166668731210165,-0.7166668731210165,0.5592819497343402,1.6956688233226058,2,2,2,2,0.3486272988858512,0.42437072277974786,0.08023657970096722,0.12610390881579098,90.0,90.0,False
-2.0147241481541354,-0.7733122856750007,0.5808256453765924,1.001111631010661,252,2,252,2,0.41650710248135986,0.8803018858954138,0.2243653776909681,0.8479403861748492,120.0,120.0,False
-0.01948573150670509,-0.25409511157792375,0.7996941159986005,191.9124068195635,6487,183,6487,183,0.3912988466365738,0.3952759803276158,0.20396734840394062,0.20894852389520346,150.0,150.0,False
0.015186613841150094,0.4375337975815127,0.6617780695922331,1756.2406372852497,23688,1644,23688,1644,0.3752110183694244,0.37254536400581156,0.16986128140764992,0.24293934366367265,180.0,180.0,False
0.12606586035977352,8.288225765340783,1.3737864012709853e-16,6764.772188282201,44503,5547,44503,5547,0.3732377860630318,0.3554397850797003,0.13975518528525438,0.15213207973830645,210.0,210.0,True
0.23525330923130816,21.14237753296653,1.0890040934570073e-97,13982.398261357075,44018,9377,44018,9377,0.37309744982138504,0.3447102609668161,0.12136501950593996,0.11733150924666344,240.0,240.0,True
0.30252637540571653,28.12457288028932,1.3728606686876221e-170,19232.07065117987,30729,10029,30729,10029,0.37500413896414864,0.3402484895163357,0.11831538413205164,0.10366774258334781,270.0,270.0,True
0.27699351636357883,21.176609800752942,2.3692582224018856e-98,18305.659892475815,15048,7432,15048,7432,0.3750645319964447,0.3422156561648037,0.12691011990106785,0.09963991001064974,300.0,300.0,True
0.2311902086300434,12.958897225133983,3.8731272187849937e-38,11473.981799146004,6908,4627,6908,4627,0.37235481958902467,0.3426116315881381,0.1432302077067556,0.1031199004558013,330.0,330.0,True
0.18558455644879282,6.056043669451047,1.527776524224451e-09,3877.065278811286,2333,2072,2333,2072,0.3759597057420971,0.34624716443611,0.13935587458081947,0.18063358660870166,360.0,360.0,True
0.21656690911748516,4.388001759803852,1.2315832327452938e-05,1371.4763690710083,823,785,823,785,0.3791723680817843,0.34760772667830125,0.17492732095219884,0.10692564244989908,390.0,390.0,True
0.17777314004383143,1.8222227595163951,0.06914538569701456,412.3390091670604,207,215,207,215,0.3681380072985769,0.35072037270897954,0.10278503901749814,0.09311396128981225,420.0,420.0,False
0.16621788500595405,0.9315356244794969,0.35368771222873435,106.28613227101617,62,69,62,69,0.3869785705239166,0.3601183153878206,0.19045424580957554,0.1303838791864359,450.0,450.0,False
0.3555859730587786,1.2101531511097534,0.23355736571416819,38.71413172614582,22,28,22,28,0.46238213404824724,0.3873533022759993,0.23988277430293248,0.18545242504876966,480.0,480.0,False
0.8343618936179967,1.3350438653431589,0.2255586421872976,6.680384431969108,5,7,5,7,0.38728285262638035,0.3240355410617911,0.09145536604185815,0.06325205357542739,510.0,510.0,False
1.1749394991841662,1.8756639247553726,0.13441210029714426,3.9743320011142687,5,2,5,2,0.3623155751877019,0.2945561650562615,0.06240403955496316,0.03244081605524812,540.0,540.0,False
0.5948062390788494,0.43659761467995795,0.7361571887561511,1.0316759437097491,4,2,4,2,0.44495297957639784,0.38667253072406127,0.033251171910901725,0.18731032453722027,570.0,570.0,False
,,,,0,3,0,3,,0.3078458433917141,,0.05269986502247288,600.0,600.0,
,,,,0,1,0,1,,0.40211134035940843,,,630.0,630.0,
