cohens_d,t,p,dof,nobs(M),nobs(F),count(M),count(F),mean(M),mean(F),std(M),std(F),pb_recent_int,index,significant
,,,,1,0,1,0,7.195,,,,0.0,0.0,
,,,,4,1,4,1,15.39625,5.0,7.933599829207419,,30.0,30.0,
,,,,1,0,1,0,12.195,,,,60.0,60.0,
0.7762268402088212,0.7762268402088212,0.5308226307613013,1.7024670656906915,2,2,2,2,11.0975,7.5,5.5189684271610036,3.5355339059327378,90.0,90.0,False
0.6831715198406068,2.5906172101144977,0.2115678434886262,1.1251469541921562,252,2,252,2,9.025773809523809,6.0975,4.293706189884023,1.552099384704472,120.0,120.0,False
0.11740151146162355,1.4718400274411174,0.14270888606745608,191.11087600764904,6487,183,6487,183,9.086337289964543,8.609180327868854,4.056541272169774,4.332323043220539,150.0,150.0,False
0.07379820018401712,2.7843632809533068,0.005417654811370634,1857.8746332058945,23688,1644,23688,1644,9.012849966227623,8.715681265206811,4.014759596708125,4.196169008745859,180.0,180.0,True
0.14942155626917586,10.588971131092018,5.257001402601688e-26,7036.954534065223,44503,5547,44503,5547,9.295283688740083,8.678561384532179,4.132649851695087,4.085016216179495,210.0,210.0,True
0.26928442004862185,24.689061178079864,7.946914154772421e-132,14293.99258777893,44018,9377,44018,9377,9.951126811758824,8.768596032846325,4.4388968119821435,4.161071043912163,240.0,240.0,True
0.4146619355945898,37.95333375487997,1.0648479733038019e-303,18669.877096277894,30729,10029,30729,10029,11.019415861238565,9.063516302722107,4.826887223492236,4.362437754330634,270.0,270.0,True
0.42484343929026946,31.096741193179223,2.6276970657933725e-206,16332.615787804856,15048,7432,15048,7432,11.760993819776713,9.630622981700753,5.186282931106346,4.647200637739466,300.0,300.0,True
0.4195411300811661,22.566792376826832,3.5009042317761054e-110,10614.778269555574,6908,4627,6908,4627,12.223534308048638,10.016743030041061,5.480848806438913,4.9118389445743045,330.0,330.0,True
0.4436119177558245,14.803249979812005,2.0027083922418107e-48,4402.87670362806,2333,2072,2333,2072,12.358716245177881,10.021778474903474,5.563109134845983,4.914483154382347,360.0,360.0,True
0.3903341664714468,7.855611318960137,7.290281498906924e-15,1581.7158789538869,823,785,823,785,11.948481166464154,9.911547770700636,5.634618578258434,4.743023003562143,390.0,390.0,True
0.3445554639861597,3.52729152310233,0.0004681031587861893,403.3802571681506,207,215,207,215,12.442487922705311,10.511,6.061465643407761,5.128939179089936,420.0,420.0,True
0.3919901169442877,2.2115254530265287,0.028968977300316293,115.44998174698136,62,69,62,69,11.848870967741938,9.798478260869565,5.858057042309044,4.595676301151077,450.0,450.0,False
0.7023080511172748,2.339790993323569,0.025343949000843233,33.78485044171447,22,28,22,28,12.333636363636362,8.362321428571429,6.936986477230685,4.4064452966213485,480.0,480.0,False
0.6343118431400228,1.041017198103398,0.3303666299128804,7.474157097235995,5,7,5,7,12.317,8.797857142857143,6.255230411423707,5.021421492916504,510.0,510.0,False
1.1032332094879982,1.7960860354418862,0.14352230806169541,4.197684418998149,5,2,5,2,9.317,6.0975,3.169054669771413,1.552099384704472,540.0,540.0,False
-0.31881379281310424,-0.5136809124291237,0.6356136457482818,3.83989329876883,4,2,4,2,9.695,11.0975,5.0,1.552099384704472,570.0,570.0,False
,,,,0,3,0,3,,8.333333333333334,,2.8867513459481287,600.0,600.0,
,,,,0,1,0,1,,7.195,,,630.0,630.0,
