nobs_x,nobs_y,count_x,count_y,mean_x,mean_y,odds_ratio,chi2,p,dof,expected,significant,label
5723,2353,2092,556,0.3655425476148873,0.2362940926476838,1.8621245113520861,126.39645223569586,2.5180318992450923e-29,1,"[[1876.4863794 3846.5136206]
 [ 771.5136206 1581.4863794]]",True,all
