odds_ratio,chi2,p,dof,expected,significant,nobs(M),nobs(F),count(M),count(F),mean(M),mean(F),pb_period
2.0595703125,8.66429531648858,0.0032450546853295494,1,"[[101.52873563 140.47126437]
 [ 44.47126437  61.52873563]]",True,242,106,114,32,0.47107438016528924,0.3018867924528302,4-9_before
1.8874730547249843,32.99350957933266,9.246704405502238e-09,1,"[[450.37078652 842.62921348]
 [200.62921348 375.37078652]]",True,1293,576,505,146,0.3905645784996133,0.2534722222222222,1-3_before
2.0655358104469577,40.975326713579435,1.5416321472006995e-10,1,"[[546.49319929 677.50680071]
 [208.50680071 258.49319929]]",True,1224,467,605,150,0.494281045751634,0.32119914346895073,1-3_after
2.007994883274704,12.253128587830076,0.0004644787420755468,1,"[[189.09090909 194.90909091]
 [ 70.90909091  73.09090909]]",True,384,144,207,53,0.5390625,0.3680555555555556,4-9_after
