sex,n_records,n_htw,htw_proportion,mean_finish,std_finish,mean_htw_start,mean_htw_distance,mean_htw_slowdown,mean_htw_cost,mean_htw_rel_cost
M,25776,9183,0.35626163873370575,246.11260086902547,51.446839600319855,30.21888271806599,10.291110748121527,0.38187644865398246,4.635665573770491,0.019198822623364725
F,12578,2974,0.23644458578470345,278.01083903111254,54.72985204713329,29.556153328850034,9.36698722259583,0.35081741204856126,3.99993874800931,0.014631718363832664
