sex,n_records,n_htw,htw_proportion,mean_finish,std_finish,mean_htw_start,mean_htw_distance,mean_htw_slowdown,mean_htw_cost,mean_htw_rel_cost
M,5723,2092,0.3655425476148873,246.54024113227325,53.87522731102287,30.341778202676863,10.36502151051625,0.3784766077447161,16.896247609942638,0.06997658819462525
F,2353,556,0.2362940926476838,274.60539736506587,56.406078581723385,29.532374100719423,9.555566546762591,0.34997509427605744,19.575239808153476,0.07160594544602282
