cohens_d,t,p,dof,significant,nobs(M),nobs(F),count(M),count(F),mean(M),mean(F),std(M),std(F),lower_age,index,age_group
-0.1435826383658599,-1.9251860530585894,0.054839623662439614,447.4457176781624,False,752,282,752,282,16.153523936170213,19.765307328605196,24.07172101029368,27.84322121273149,20,20,20-39
-0.1206995699064591,-1.0073288174776736,0.31573584200152105,124.16374633786,False,383,85,383,85,18.90944299390775,21.954117647058823,25.229816377025536,25.20437347960115,40,40,40-44
-0.10817430600750487,-0.7429368041197532,0.4594474637145484,90.34351064010403,False,317,68,317,68,14.292639327024185,16.255637254901963,17.682954342266985,20.19042381961572,45,45,45-49
-0.13807443228767113,-0.9510050774810233,0.344109863639974,91.39948307231306,False,265,64,265,64,17.849748427672957,21.0296875,22.714741287054505,24.309680188575314,50,50,50-54
-0.17124644817166462,-0.66654125416416,0.510212730571063,29.68593957930138,False,167,26,167,26,16.601497005988023,20.486538461538466,21.68418683254796,28.462245175448658,55,55,55-59
0.17441478132951446,0.9938616494450826,0.32625312958342856,40.07791209003176,False,202,29,202,29,19.146617161716172,15.182183908045976,23.130957442422822,19.6117271014431,60,60,60+
