cohens_d,t,p,dof,significant,nobs(M),nobs(F),count(M),count(F),mean(M),mean(F),std(M),std(F),lower_age,index,age_group
-0.8109944712525896,-11.544309199704957,1.7352362886036094e-27,498.8111558028252,True,752,282,752,282,268.1364583333334,308.92287234042556,50.10862805863837,50.77829178761905,20,20,20-39
-0.7646509245323916,-6.088712189181415,1.4505524495488529e-08,118.37512124456677,True,383,85,383,85,269.9168842471714,306.778431372549,47.54127162741202,51.12538242075892,40,40,40-44
-1.081051779924939,-8.174644421957982,1.0156238188970651e-12,98.95207422121925,True,317,68,317,68,266.43916929547845,316.96911764705885,46.87255073894202,46.11821102987663,45,45,45-49
-0.576072805465822,-4.443706365937629,2.197925786680797e-05,105.02422996106036,True,265,64,265,64,283.10591194968555,310.9596354166667,49.35639359448616,43.88842764522425,50,50,50-54
-1.1151616260552706,-5.132700309187234,1.2887607382874619e-05,32.585796545458585,True,167,26,167,26,285.9520958083832,340.05833333333334,48.25001287289369,50.26666517462421,55,55,55-59
-0.4380056482571275,-2.6621892705948995,0.010909216487298822,42.57356001028659,False,202,29,202,29,316.69521452145216,341.77701149425286,58.704754819824316,45.60057944271945,60,60,60+
