odds_ratio,chi2,p,dof,expected,significant,nobs(M),nobs(F),count(M),count(F),mean(M),mean(F),std(M),std(F),lower_age,index,age_group
1.7684887459807075,47.70968943302489,4.942428353657183e-12,1,"[[ 665.11891718 1330.88108282]
 [ 368.88108282  738.11891718]]",True,1996,1107,752,282,0.37675350701402804,0.25474254742547425,0.4846937191321348,0.43591333481158934,20,20,20-39
2.0033441948207855,25.82732570863913,3.733650023142221e-07,1,"[[342.90061686 726.09938314]
 [125.09938314 264.90061686]]",True,1069,390,383,85,0.35827876520112256,0.21794871794871795,0.47971905101849394,0.4133826817602897,40,40,40-44
2.0693311978256648,23.348431432319927,1.3515367928564398e-06,1,"[[282.02777778 640.97222222]
 [102.97222222 234.02777778]]",True,923,337,317,68,0.3434452871072589,0.20178041543026706,0.47511597395380495,0.40192591324067517,45,45,45-49
1.5906559405940595,8.200143767071165,0.004188707050107739,1,"[[246.42996109 523.57003891]
 [ 82.57003891 175.42996109]]",True,770,258,265,64,0.34415584415584416,0.24806201550387597,0.47540100286218206,0.4327274418622755,50,50,50-54
2.427040516735173,14.01199052209159,0.00018164857259369999,1,"[[149.45306859 279.54693141]
 [ 43.54693141  81.45306859]]",True,429,125,167,26,0.38927738927738925,0.208,0.4881556841222191,0.40751014236339234,55,55,55-59
2.1632041122295993,11.691960784822927,0.0006277071535047759,1,"[[185.36600306 338.63399694]
 [ 45.63399694  83.36600306]]",True,524,129,202,29,0.38549618320610685,0.2248062015503876,0.48717739925107867,0.41908214583926184,60,60,60+
